Price,Days On Market,County,City,# Full Baths,# Half Baths,# of Bedrooms,Approx Number of Acres,Approx Total Sq Ft,Approximate Year Built,Basement,Garage Capacity,Carport Capacity
"$24,000",13,McCracken,Paducah,1,0,3,0.2,1044,1951,No,0,0
"$24,000",561,Trigg,Cadiz,1,0,3,0.5,1036,2000,No,0,0
"$24,000",36,McCracken,Paducah,1,0,2,0.42,900,1959,No,2,2
"$24,000",50,McCracken,Paducah,0,0,4,0.19,2600,1910,Yes,2,0
"$24,000",0,Graves,Mayfield,1,0,3,0,1232,,No,1,0
"$24,000",0,McCracken,Paducah,1,0,2,0.17,792,1937,No,0,0
"$24,000",81,Graves,Mayfield,2,0,2,0.22,1267,,No,1,0
"$24,000",88,McCracken,Paducah,1,0,2,0,1000,1970,No,1,0
"$24,000",331,McCracken,Paducah,1,0,3,0,1292,1917,No,0,0
"$24,000",47,McCracken,Paducah,1,0,2,0,1076,,Yes,0,0
"$24,000",0,Trigg,Cadiz,1,0,3,0.35,912,,No,0,0
"$24,500",85,Graves,Mayfield,1,0,1,0.12,824,,No,0,0
"$24,500",0,McCracken,Paducah,1,0,2,0.15,1230,1927,No,0,0
"$24,500",0,McCracken,Paducah,1,0,2,0.15,1240,,No,0,0
"$24,800",52,Christian,Hopkinsville,1,0,4,0.25,942,,No,0,0
"$24,900",182,McCracken,Paducah,2,0,3,0.19,1256,,No,0,0
"$25,000",148,Hopkins,Dawson Springs,1,0,2,0.23,784,,No,0,1
"$25,000",139,McCracken,Paducah,1,0,2,0.15,756,,No,0,1
"$25,000",414,McCracken,Paducah,3,0,4,0,2744,1897,Yes,0,0
"$25,000",39,Caldwell,Princeton,1,0,3,0.84,932,,No,1,0
"$25,000",104,Graves,Mayfield,1,0,3,0.25,936,,No,0,0
"$25,000",170,McCracken,Paducah,1,0,2,0.32,834,1945,No,1,0
"$25,000",73,Graves,Mayfield,1,0,2,0.25,950,,No,0,1
"$25,000",132,McCracken,Paducah,1,0,3,0,1883,1886,Yes,0,0
"$25,000",35,Calloway,Murray,1,0,1,1.2,600,,Yes,0,0
"$25,000",791,Calloway,Murray,1,0,2,0.25,1300,,Yes,0,0
"$25,000",831,Carlisle,Bardwell,1,0,3,0.25,1000,,No,0,1
"$25,000",0,McCracken,Paducah,1,0,2,0.19,894,1959,No,0,0
"$25,000",0,Graves,Mayfield,1,0,3,0.34,1099,,No,1,0
"$25,000",64,Fulton,Hickman,1,0,3,1.42,2440,1958,Yes,0,0
"$25,000",80,Carlisle,Cunningham,1,0,3,0.5,1268,,No,1,0
"$25,000",0,Fulton,South Fulton,1,0,2,0.47,900,,No,0,0
"$25,000",227,Graves,Mayfield,1,0,2,0.2,1001,,No,0,0
"$25,000",119,McCracken,Paducah,1,0,2,0.19,860,1892,No,0,0
"$25,000",352,Fulton,Fulton,1,0,2,0.47,840,,No,1,0
"$25,000",97,Graves,Mayfield,2,0,3,0.31,2204,,Yes,0,1
"$25,000",152,Marshall,Calvert City,1,0,3,0.29,1056,1964,No,0,0
"$25,000",123,Ballard,LaCenter,1,0,3,0.18,1000,1952,No,1,1
"$25,000",180,McCracken,Paducah,1,0,3,0.16,940,1920,Yes,0,0
"$25,000",93,McCracken,Kevil,1,0,2,1.99,1680,,No,0,1
"$25,000",160,Marshall,Calvert City,1,1,3,0.4,1232,1965,No,2,0
"$25,000",70,Ballard,LaCenter,1,0,2,0.18,832,,No,0,0
"$25,000",0,Marshall,Benton,2,1,3,0.69,1690,1937,Yes,0,0
"$25,000",0,McCracken,Paducah,1,0,3,1,1200,,No,2,0
"$25,000",0,Trigg,Cadiz,2,0,3,0.2,1450,,No,0,1
"$25,000",136,Crittenden,Marion,1,0,3,0.29,1040,,No,0,0
"$25,000",516,Graves,Wingo,1,0,2,0.59,966,,No,1,0
"$25,000",32,Graves,Mayfield,1,0,2,0.22,1280,,Yes,2,0
"$25,000",20,Marshall,Benton,1,0,2,0.21,1194,1960,No,2,0
"$25,000",866,Marshall,Benton,2,0,3,0.4,1414,1951,Yes,0,0
"$25,000",67,McCracken,Paducah,1,0,3,0.3,1356,1954,No,0,1
"$25,000",31,Calloway,Murray,1,0,3,4.5,1829,,No,1,0
"$25,000",195,Ballard,LaCenter,1,0,2,0.18,928,,No,1,0
"$25,000",37,Graves,Mayfield,1,0,2,0.2,1256,1950,No,1,0
"$25,000",10,Trigg,Cadiz,1,0,0,0.25,1500,2010,No,3,0
"$25,000",258,Lyon,Eddyville,1,0,3,0.55,1000,,Yes,0,0
"$25,000",133,Ballard,Barlow,2,0,3,0.46,1250,,No,1,0
"$25,350",21,Crittenden,Marion,1,0,2,0.23,1028,,No,0,0
"$25,500",143,McCracken,Paducah,1,0,3,1.74,812,1948,No,0,0
"$25,500",223,Trigg,Cadiz,1,0,1,0.59,684,2015,No,0,0
"$25,500",78,Graves,Mayfield,1,0,2,0.11,676,,No,0,0
"$25,500",88,Graves,Wingo,1,0,2,0.43,962,,No,2,0
"$25,700",126,McCracken,Paducah,1,0,3,0.18,1266,1935,No,2,2
"$26,000",13,Trigg,Cadiz,1,0,2,0.5,624,,No,0,0
"$26,000",21,McCracken,Paducah,1,0,2,0.14,936,1953,No,0,0
"$26,000",0,McCracken,Paducah,1,0,2,0.1,1100,,No,0,0
"$26,000",19,McCracken,Paducah,1,0,1,0.34,841,1917,No,3,0
"$26,000",29,Calloway,Murray,2,0,2,0.57,1258,,No,0,0
"$26,000",120,Calloway,Hazel,1,0,3,0.91,1130,1940,No,1,0
"$26,000",33,McCracken,Paducah,1,0,3,0.27,952,1950,No,0,0
"$26,000",53,McCracken,Paducah,1,0,2,0.33,1274,1937,No,0,0
"$26,000",91,McCracken,Paducah,1,0,3,0.15,1478,1912,No,0,0
"$26,000",14,Caldwell,Princeton,2,0,4,0.29,1538,,No,1,0
"$26,400",0,Graves,Mayfield,1,0,1,1,865,,No,1,1
"$26,500",40,Other,Other,1,0,2,7.78,1120,1940,No,0,0
"$26,500",45,Calloway,New Concord,1,0,3,0.5,806,1946,No,0,0
"$26,500",295,Graves,Boaz,1,0,2,0.96,814,1960,No,0,1
"$26,500",125,Crittenden,Marion,1,1,3,0.34,1056,,No,0,0
"$26,600",485,Hickman,Clinton,1,0,2,0.33,2278,,No,0,1
"$26,700",72,Graves,Boaz,1,1,3,0.59,1298,1971,No,0,1
"$26,750",0,Christian,Hopkinsville,1,0,3,0.3,876,,No,0,0
"$26,900",740,Carlisle,Bardwell,1,0,3,0.3,1200,,No,0,0
"$27,000",148,McCracken,Paducah,1,0,2,0,1078,,No,0,0
"$27,000",0,McCracken,Paducah,2,1,3,0.89,1590,2004,No,4,0
"$27,000",38,Graves,Mayfield,1,0,2,0.4,1187,,No,1,0
"$27,000",15,Carlisle,Arlington,1,0,2,0.72,949,,No,0,0
"$27,000",42,McCracken,Paducah,1,0,1,0.25,988,,No,0,0
"$27,000",66,Caldwell,Princeton,1,0,2,0.3,1041,,No,0,0
"$27,000",356,Graves,Mayfield,2,0,4,0.14,1415,,No,0,1
"$27,000",154,McCracken,Paducah,1,0,3,0.18,1062,1951,No,0,0
"$27,000",0,Calloway,Murray,1,0,3,0.59,1113,,No,0,0
"$27,000",0,Marshall,Benton,1,0,2,0.22,800,1950,No,0,0
"$27,000",182,Livingston,Grand Rivers,1,0,2,0.5,750,,No,0,1
"$27,000",155,Fulton,Fulton,2,0,4,0.3,2400,1890,No,2,0
"$27,000",382,McCracken,Paducah,1,0,2,0.14,1348,1904,No,1,0
"$27,000",44,McCracken,Paducah,2,0,4,0.24,2016,,No,1,0
"$27,000",8,Caldwell,Fredonia,1,1,3,1,1510,,No,1,1
"$27,000",28,Livingston,Smithland,1,0,2,3,1260,1941,No,2,0
"$27,000",241,Marshall,Calvert City,1,0,3,0.35,1478,1950,No,2,0
"$27,000",36,Graves,Mayfield,1,0,2,0.06,888,,No,0,0
"$27,000",0,Graves,Mayfield,2,0,3,0.21,1888,2003,No,0,0
"$27,250",44,McCracken,Paducah,1,0,3,0.15,1404,,No,0,0
"$27,500",226,Graves,Fancy Farm,1,0,3,0.5,1320,,No,0,0
"$27,500",30,Marshall,Benton,1,0,2,0.93,832,1952,No,2,1
"$27,500",30,McCracken,Paducah,1,0,2,0.21,628,1966,No,2,0
"$27,500",173,Carlisle,Bardwell,1,0,2,0.33,950,,No,0,1
"$27,500",48,McCracken,Paducah,1,0,4,0.24,1294,1948,No,0,0
"$27,500",0,Calloway,Murray,1,0,2,0.24,1128,,No,1,0
"$27,500",433,McCracken,Paducah,1,0,3,0.35,1456,1952,No,1,0
"$27,500",0,Graves,Mayfield,1,0,2,0.25,1200,,No,0,1
"$27,500",109,Carlisle,Bardwell,1,0,2,0.39,1110,,Yes,0,0
"$27,500",158,McCracken,Paducah,2,0,2,0.45,1242,1928,No,1,0
"$27,500",44,Caldwell,Princeton,3,0,5,0.25,2340,1930,Yes,2,0
"$27,500",135,Marshall,Calvert City,1,0,2,0.5,982,1950,No,2,1
"$27,900",75,Graves,Mayfield,1,0,2,0.17,1064,,Yes,1,0
"$28,000",156,Graves,Mayfield,1,0,2,0.18,913,,No,1,0
"$28,000",73,Graves,Mayfield,1,0,2,0.25,1160,,No,0,1
"$28,000",29,McCracken,Paducah,1,0,1,0.63,864,1950,No,1,1
"$28,000",408,Trigg,Cadiz,1,0,2,0.66,1692,,Yes,0,0
"$28,000",192,Graves,Wingo,1,0,2,0.59,966,,No,0,0
"$28,000",303,Carlisle,Arlington,2,0,3,0.5,1325,,Yes,0,2
"$28,000",24,Graves,Mayfield,1,0,2,0.29,680,,No,0,0
"$28,000",56,McCracken,Paducah,1,0,2,0.75,780,,No,0,1
"$28,000",86,Calloway,Murray,1,0,2,0.09,780,,No,0,0
"$28,000",311,Marshall,Calvert City,1,0,3,4.9,832,,No,0,0
"$28,000",17,Marshall,Benton,1,1,2,0.27,1270,,No,1,0
"$28,000",17,McCracken,Paducah,1,0,2,0.15,1073,1925,No,1,0
"$28,000",190,McCracken,Paducah,1,0,2,0.57,784,,No,0,0
"$28,000",0,McCracken,Paducah,1,0,2,0.25,1100,,No,0,1
"$28,000",57,Ballard,LaCenter,1,0,2,0.18,949,1940,No,0,0
"$28,000",51,Carlisle,Bardwell,1,0,2,0.33,950,,No,0,1
"$28,000",80,Marshall,Hardin,2,0,3,0.23,1520,1972,No,1,0
"$28,000",106,McCracken,Paducah,1,0,2,0.2,800,1949,No,0,0
"$28,000",85,McCracken,Paducah,1,0,2,0.63,624,1949,Yes,1,0
"$28,000",109,Caldwell,Princeton,1,0,2,0.3,828,,No,0,0
"$28,000",338,Lyon,Kuttawa,1,0,4,1.5,1720,,No,0,0
"$28,000",0,Crittenden,Marion,1,0,2,0.3,1071,,No,0,0
"$28,000",56,McCracken,Paducah,1,0,2,0.16,984,1917,No,0,0
"$28,000",54,Carlisle,Bardwell,1,1,4,1.9,2275,1898,No,0,0
"$28,050",30,Graves,Sedalia,1,0,3,3,1500,,Yes,2,0
"$28,500",188,Livingston,Ledbetter,2,0,2,2,1950,1981,No,3,0
"$28,500",60,Graves,Mayfield,1,0,3,0.33,1212,,Yes,0,0
"$28,500",64,McCracken,Paducah,1,0,2,0.15,1368,1902,No,0,0
"$28,900",47,Calloway,Murray,2,0,4,1,2320,,No,0,1
"$29,000",273,Caldwell,Princeton,1,0,2,0.25,1152,,No,0,0
"$29,000",468,Carlisle,Arlington,1,0,3,0.72,949,1955,No,0,0
"$29,000",47,Ballard,Kevil,1,0,2,0.47,920,,No,2,0
"$29,000",37,Graves,Water Valley,1,0,2,0.31,884,,No,0,0
"$29,000",126,Marshall,Aurora,1,0,1,0.5,760,1943,No,0,0
"$29,000",126,Hickman,Clinton,1,0,2,1.13,1020,1957,No,1,0
"$29,000",77,McCracken,Paducah,1,0,3,0.17,1010,1950,No,1,0
"$29,000",183,Calloway,Dexter,2,0,2,0.25,1150,,No,0,0
"$29,000",24,Caldwell,Princeton,1,0,3,0.4,840,1950,Yes,1,0
"$29,500",94,Graves,Mayfield,2,0,2,0.28,1272,1900,No,0,1
"$29,500",210,Caldwell,Princeton,1,1,2,0.3,1568,,Yes,0,2
"$29,700",115,Trigg,Cadiz,1,0,2,0.25,1040,,No,0,1
"$29,900",57,Graves,Mayfield,1,0,3,0.18,1298,1940,No,1,0
"$29,900",0,Marshall,Gilbertsville,1,0,3,0.35,1284,,No,0,0
"$29,900",29,McCracken,Paducah,1,0,2,0.13,1236,1926,Yes,0,0
"$29,900",126,Marshall,Gilbertsville,1,0,2,0.25,980,1936,No,0,0
"$29,900",131,Carlisle,Bardwell,1,0,2,0.25,1100,,No,1,1
"$29,900",131,Caldwell,Fredonia,1,0,3,0.28,1684,1950,Yes,2,0
"$29,900",1072,Marshall,Benton,1,0,2,0.38,1500,,Yes,0,0
"$30,000",0,McCracken,Boaz,1,0,3,1.1,1100,1975,Yes,2,0
"$30,000",36,McCracken,Paducah,3,0,3,0.86,3148,1965,Yes,2,0
"$30,000",64,McCracken,Paducah,1,0,3,0.12,1230,1951,No,0,0
"$30,000",65,McCracken,Paducah,1,0,1,0.63,624,1949,Yes,1,0
"$30,000",0,McCracken,Paducah,2,0,4,0.72,1516,,No,0,0
"$30,000",41,McCracken,Paducah,1,0,2,0.18,1131,1922,No,0,0
"$30,000",42,Calloway,Murray,1,0,2,3.6,1148,1975,No,2,0
"$30,000",66,McCracken,Paducah,1,0,2,0.17,1589,,No,2,0
"$30,000",43,Calloway,Murray,2,0,2,0.22,1406,1951,No,0,0
"$30,000",252,Marshall,Calvert City,2,0,3,1.98,1848,1989,No,2,0
"$30,000",100,Caldwell,Princeton,1,0,3,0.39,1844,,No,0,1
"$30,000",400,Caldwell,Princeton,2,0,2,0.45,1219,,No,1,0
"$30,000",106,Fulton,Hickman,1,0,2,0.19,884,,No,0,0
"$30,000",77,Graves,Mayfield,1,0,3,0.31,1101,1950,No,0,1
"$30,000",305,McCracken,Paducah,1,0,2,0.28,832,,No,0,0
"$30,000",71,Graves,Fancy Farm,1,0,1,0.78,796,,No,0,0
"$30,000",0,McCracken,Paducah,1,0,2,1.2,800,1949,No,0,0
"$30,000",64,Graves,Mayfield,1,2,4,0.52,2422,,Yes,2,0
"$30,000",15,McCracken,Paducah,1,0,3,1,1162,1950,No,0,0
"$30,000",0,Trigg,Cadiz,1,0,2,0.25,720,,No,0,1
"$30,000",149,Trigg,Cadiz,1,0,1,0.5,870,1984,No,0,0
"$30,000",27,Graves,Mayfield,1,0,3,0.13,1932,,Yes,0,0
"$30,000",33,Livingston,Ledbetter,1,0,3,0.35,1101,1981,No,1,0
"$30,000",202,Carlisle,Bardwell,1,0,3,0.33,1250,,Yes,2,1
"$30,000",107,McCracken,Paducah,1,0,3,0.14,1361,1930,No,0,0
"$30,000",0,Ballard,Wickliffe,1,0,2,0.46,1000,,No,1,1
"$30,000",0,Trigg,Cadiz,2,0,3,0.12,1300,,No,0,0
"$30,000",709,Carlisle,Bardwell,1,0,3,0.25,1250,,No,0,0
"$30,000",57,Hickman,Clinton,2,1,3,2.5,2649,,No,0,0
"$30,000",30,McCracken,Paducah,1,0,1,0.5,816,,No,1,1
"$30,000",39,Trigg,Cadiz,1,0,3,0.25,1132,,No,0,0
"$30,000",52,McCracken,Paducah,1,0,2,0.15,1170,1924,No,0,0
"$30,000",86,McCracken,Paducah,1,0,2,0.19,1286,1950,No,2,0
"$30,000",273,Trigg,Cadiz,1,0,2,0.48,684,1970,No,0,0
"$30,000",20,McCracken,Paducah,1,0,3,0.18,888,,No,0,0
"$30,000",0,McCracken,Paducah,1,0,2,0.07,1100,,No,0,0
"$30,000",214,McCracken,Paducah,1,0,3,0.27,1269,1912,Yes,2,0
"$30,000",434,Lyon,Eddyville,1,0,2,0.75,1150,,No,2,0
"$30,000",105,Trigg,Cadiz,1,0,1,0.25,640,1986,No,0,0
"$30,000",30,Graves,Wingo,1,0,2,0.78,1220,1940,Yes,0,1
"$30,000",64,McCracken,Paducah,1,0,2,0.24,1026,,No,0,0
"$30,000",62,Trigg,Cadiz,1,0,2,0.25,868,,No,0,0
"$30,000",126,Christian,Hopkinsville,1,0,2,1.6,728,0,No,0,1
"$30,000",314,McCracken,Paducah,1,0,2,0.3,672,1953,No,0,0
"$30,000",49,Livingston,Grand Rivers,0,0,0,0.51,2068,,Yes,3,0
"$30,000",395,McCracken,Paducah,2,0,3,0,2214,,No,2,1
"$30,000",13,Graves,Mayfield,1,0,3,0.5,1599,1972,No,0,0
"$30,000",239,Graves,Sedalia,1,0,3,0.6,2132,,No,0,0
"$30,000",106,Fulton,Hickman,1,0,3,0.21,1066,,No,0,1
"$30,000",0,McCracken,Paducah,1,0,2,0.25,1100,,No,1,0
"$30,000",70,Trigg,Cadiz,1,0,1,0.25,420,,No,0,1
"$30,000",208,Calloway,New Concord,1,0,2,6,1200,2001,No,2,0
"$30,000",0,Graves,Mayfield,1,0,2,0.25,744,,No,0,0
"$30,000",33,McCracken,Paducah,2,0,3,0.15,1971,1877,Yes,2,0
"$30,000",30,McCracken,Paducah,1,0,2,0.3,600,,No,1,0
"$30,000",28,Hopkins,Dawson Springs,2,0,4,0.37,3556,1884,No,0,0
"$30,000",0,Graves,Mayfield,1,0,3,0.25,960,,No,0,0
"$30,000",0,McCracken,Paducah,1,0,2,0.11,773,1999,No,0,0
"$30,100",68,Fulton,Fulton,1,0,3,0.6,1744,,No,0,0
"$30,500",31,Marshall,Calvert City,1,0,2,0.22,832,,No,0,0
"$30,500",0,Graves,Mayfield,1,0,2,2.27,913,,No,1,0
"$30,700",199,Calloway,Murray,1,1,5,0.48,2058,1927,Yes,0,0
"$30,727",70,McCracken,Paducah,1,0,2,0.2,651,1960,No,0,0
"$30,800",0,Trigg,Hopkinsville,1,0,2,3,815,,No,0,0
"$30,800",0,Christian,Hopkinsville,1,0,2,3,815,,No,0,0
"$31,000",37,Marshall,Benton,1,0,3,5.45,1152,1972,No,2,0
"$31,000",144,McCracken,Paducah,2,0,3,0.09,1184,1927,No,0,0
"$31,000",32,Marshall,Calvert City,1,0,3,0.35,1208,1974,No,0,0
"$31,000",14,Caldwell,Princeton,1,0,2,0.22,1150,,No,0,0
"$31,000",0,Graves,Symsonia,2,0,3,0.9,1472,1977,No,2,0
"$31,500",204,McCracken,West Paducah,1,0,3,1,1046,,No,0,0
"$31,500",62,Graves,Mayfield,1,1,4,0.29,2532,,Yes,1,2
"$31,900",0,McCracken,Paducah,3,0,3,0.2,1488,,No,0,0
"$31,900",0,Marshall,Benton,1,0,2,4,1235,,No,0,0
"$32,000",33,Graves,Mayfield,1,0,3,0.46,1000,1970,No,0,1
"$32,000",252,Calloway,New Concord,1,0,2,0.8,1144,,No,0,0
"$32,000",129,Caldwell,Princeton,2,0,3,0.7,1192,,No,0,1
"$32,000",80,Hickman,Clinton,1,0,3,0.26,1257,1978,No,0,1
"$32,000",51,Marshall,Benton,1,0,3,0.97,1092,1972,Yes,1,0
"$32,000",0,Graves,Mayfield,0,0,2,0.16,977,,No,0,1
"$32,000",313,Caldwell,Princeton,1,0,2,0.25,1218,1950,No,0,0
"$32,000",53,Livingston,Grand Rivers,1,0,3,0.5,1100,,No,0,1
"$32,000",177,Carlisle,Arlington,1,0,2,1.3,1635,,No,0,2
"$32,000",56,Ballard,Barlow,0,0,0,0.39,2900,,No,0,0
"$32,000",96,Graves,Mayfield,1,0,2,0.18,1441,,No,0,0
"$32,000",20,McCracken,Paducah,1,0,3,0.2,864,1951,No,0,0
"$32,000",79,McCracken,Paducah,1,0,3,0.11,1032,,No,1,0
"$32,000",0,McCracken,Paducah,1,0,2,0.25,1035,,No,1,0
"$32,000",183,McCracken,Paducah,1,0,2,0.17,1040,1907,No,0,0
"$32,000",158,McCracken,Paducah,1,0,2,0.34,976,1955,No,0,1
"$32,000",63,Carlisle,Arlington,1,0,3,0.33,1167,,Yes,0,1
"$32,000",0,Graves,Mayfield,1,0,2,0.07,819,,No,0,1
"$32,000",63,McCracken,Paducah,1,0,2,0.57,784,1944,No,0,0
"$32,000",35,Christian,Hopkinsville,1,0,3,0.25,1000,,No,0,0
"$32,000",39,Hickman,Clinton,1,0,2,0.5,1020,1957,No,1,0
"$32,000",62,Calloway,Murray,1,0,1,0.1,772,,Yes,0,0
"$32,000",17,Marshall,Benton,1,0,3,0.14,1198,1944,No,0,1
"$32,000",89,McCracken,Paducah,1,0,3,0.18,1526,1930,No,0,0
"$32,000",18,Graves,Wingo,1,0,4,2.36,2000,1920,No,0,0
"$32,500",292,McCracken,Paducah,1,0,3,0.4,1875,1938,Yes,1,0
"$32,500",452,Carlisle,Bardwell,1,0,2,0.25,1100,,No,1,1
"$32,500",75,Trigg,Cadiz,1,0,2,0.5,768,,No,0,0
"$32,500",58,Hickman,Clinton,1,0,3,0.32,912,2003,No,0,0
"$32,500",420,Carlisle,Arlington,1,0,2,0,1424,1969,No,1,0
"$32,500",66,Caldwell,Princeton,1,0,2,0.1,1282,,Yes,0,0
"$32,500",67,Graves,Mayfield,1,0,2,0.23,802,,No,0,2
"$32,500",0,McCracken,Paducah,1,0,3,0.24,1430,1952,Yes,0,0
"$32,500",73,Graves,Mayfield,1,0,2,0,982,,No,0,0
"$32,500",62,Hickman,Clinton,1,0,2,0.22,832,,No,0,1
"$32,500",427,Graves,Hickory,1,0,2,1,1284,1975,No,0,2
"$32,500",194,Marshall,Benton,1,0,3,0.14,1060,1945,No,0,0
"$32,500",102,Carlisle,Bardwell,1,0,2,0.25,1100,,No,1,1
"$32,500",73,Graves,Mayfield,1,0,2,0,982,1952,No,0,0
"$32,500",207,Graves,Mayfield,1,0,2,0.2,1005,,No,0,1
"$33,000",0,Hickman,Clinton,1,1,2,0.25,1344,1965,No,0,1
"$33,000",972,Carlisle,Bardwell,1,0,2,1,1000,1980,No,1,0
"$33,000",47,McCracken,Paducah,1,0,2,0.19,924,,Yes,0,0
"$33,000",0,McCracken,Paducah,1,0,4,0.19,1344,,No,0,0
"$33,000",148,Lyon,Eddyville,1,0,2,0.5,941,,No,0,0
"$33,000",258,Graves,Mayfield,1,1,2,0.28,1524,,No,0,1
"$33,000",328,Graves,Wingo,1,0,2,1,800,,No,2,2
"$33,000",0,Graves,Sedalia,1,0,2,0.27,1202,,No,1,0
"$33,000",83,McCracken,Paducah,1,0,3,0.18,1008,1952,No,0,0
"$33,000",76,Graves,Wingo,1,0,2,1.33,810,,No,0,0
"$33,000",84,Caldwell,Princeton,1,0,2,0.31,1288,,No,1,0
"$33,000",173,Hopkins,Dawson Springs,1,0,2,0,1120,1930,No,1,0
"$33,000",140,McCracken,Paducah,1,0,2,0.15,1160,1927,No,0,0
"$33,000",30,McCracken,Paducah,1,0,3,0,1494,1927,Yes,2,0
"$33,000",75,McCracken,Paducah,1,0,3,0.26,960,1980,No,0,0
"$33,000",96,McCracken,Paducah,1,0,2,0.15,884,1952,No,0,1
"$33,000",0,Fulton,Fulton,1,0,2,6.01,1106,1900,No,0,0
"$33,333",0,Webster,Webster Co.,1,0,3,3.7,1113,,No,0,0
"$33,333",0,Webster,Webster Co.,1,0,3,0.25,1828,,No,0,0
"$33,333",0,Webster,Webster Co.,1,0,3,0.26,1196,,No,0,1
"$33,333",0,Webster,Webster Co.,1,0,2,0.25,815,,No,0,0
"$33,333",0,Webster,Webster Co.,2,0,3,5,1935,,Yes,0,0
"$33,333",0,Webster,Webster Co.,1,0,2,0.25,952,,No,0,0
"$33,333",0,Webster,Webster Co.,1,0,2,0.26,832,,No,0,0
"$33,333",0,Webster,Webster Co.,1,0,2,0.1,1501,,Yes,0,1
"$33,336",0,Webster,Webster Co.,1,0,3,0.87,1287,,No,1,0
"$33,400",135,McCracken,Paducah,1,0,2,0.18,832,,No,0,0
"$33,500",190,Graves,Mayfield,1,0,3,2,1014,,No,0,1
"$33,500",40,Graves,Mayfield,1,0,3,0.23,1294,,No,1,0
"$33,500",221,McCracken,Paducah,1,0,2,0.2,935,1928,Yes,0,0
"$33,600",87,McCracken,Paducah,1,0,2,0,858,1939,No,0,0
"$33,705",0,Christian,Hopkinsville,2,0,2,0.5,936,,No,0,0
"$34,000",0,Graves,Mayfield,1,0,3,0.2,1221,,No,2,0
"$34,000",48,McCracken,Paducah,2,0,4,0.17,2934,1907,Yes,0,0
"$34,000",321,McCracken,Paducah,2,0,4,0.19,1476,1953,No,0,0
"$34,000",0,McCracken,Paducah,1,0,2,0.3,1125,,No,1,0
"$34,000",29,Carlisle,Bardwell,1,0,2,0.33,1100,,No,0,1
"$34,000",45,Calloway,Kirksey,1,0,2,4.9,1200,,No,0,0
"$34,000",38,Carlisle,Arlington,2,1,5,0.5,2026,,No,0,1
"$34,000",13,Trigg,Cadiz,1,0,3,0.5,1064,,No,0,1
"$34,000",18,McCracken,Paducah,1,0,1,0.22,885,1942,No,0,2
"$34,000",57,Fulton,Fulton,1,0,2,0.17,1120,,No,0,0
"$34,000",67,McCracken,Paducah,2,0,3,0.47,984,2000,Yes,0,0
"$34,000",45,Calloway,Murray,1,0,3,1.08,1383,,No,0,2
"$34,000",25,Webster,Providence,1,0,2,0.4,1114,,No,0,1
"$34,000",23,McCracken,Paducah,1,0,2,0.15,1024,,No,0,0
"$34,000",78,McCracken,Paducah,1,0,3,0.17,1536,1922,No,1,0
"$34,000",106,Calloway,Murray,2,0,3,0.94,1025,1962,No,0,0
"$34,000",78,McCracken,Paducah,1,0,2,0.2,1092,,No,0,1
"$34,500",29,McCracken,Paducah,1,0,2,0.19,792,1953,No,0,1
"$34,500",72,McCracken,Paducah,2,0,2,0.12,1122,1940,No,0,0
"$34,500",49,Fulton,Hickman,1,0,3,1.36,1200,1960,No,0,1
"$34,500",28,Graves,Mayfield,1,0,4,0.24,1678,,Yes,0,1
"$34,500",174,Graves,Mayfield,1,0,2,2,1014,,No,0,2
"$34,500",40,Trigg,Cadiz,1,0,2,0.3,480,1970,No,0,0
"$34,750",129,McCracken,Paducah,1,0,2,0.18,1339,1950,No,0,0
"$34,900",38,Calloway,Murray,1,0,3,0.17,1419,,No,1,0
"$34,900",241,McCracken,Paducah,1,0,2,0.5,1016,1932,Yes,0,0
"$34,900",23,McCracken,Paducah,1,0,2,0.15,900,1917,No,0,0
"$34,900",151,Calloway,Murray,1,0,2,0.46,1172,,Yes,0,0
"$35,000",103,Graves,Mayfield,1,0,2,0.32,1402,,No,0,0
"$35,000",75,Hickman,Fulton,1,0,3,2.61,1040,,No,0,1
"$35,000",28,McCracken,Paducah,1,0,3,0.53,1144,1972,Yes,0,2
"$35,000",36,Marshall,Benton,1,1,2,6.37,1416,,No,1,0
"$35,000",23,McCracken,Paducah,2,0,2,0.14,1296,1907,No,0,0
"$35,000",17,Caldwell,Princeton,1,0,2,0.25,1319,,No,0,0
"$35,000",60,McCracken,Paducah,1,0,3,0,920,1955,No,0,0
"$35,000",162,Marshall,Calvert City,2,0,4,0.29,1300,1960,No,0,0
"$35,000",75,Tennessee,Other,1,0,3,1.25,1200,1953,No,1,0
"$35,000",69,McCracken,West Paducah,1,0,2,0.79,1169,,No,3,0
"$35,000",76,Calloway,Murray,1,0,3,10,1224,,No,0,0
"$35,000",87,Carlisle,Bardwell,1,1,4,1.9,2275,1898,No,0,0
"$35,000",121,McCracken,Paducah,0,0,0,0.13,864,1922,No,1,0
"$35,000",20,Graves,Mayfield,1,0,2,0.16,1350,,No,1,0
"$35,000",44,Ballard,Barlow,1,0,3,0.25,1000,,No,0,0
"$35,000",18,Calloway,Murray,1,0,2,1,560,1986,No,0,0
"$35,000",72,McCracken,Paducah,1,0,2,0.15,1052,,No,0,0
"$35,000",317,McCracken,Paducah,2,0,4,0.21,1370,1927,Yes,2,0
"$35,000",39,McCracken,Paducah,2,0,4,0.19,1173,,No,0,0
